occurrence_no,reference_no,ref_author,ref_pubyr,paper_title,paper_authors,paper_publication_year,author_institutions,paper_abstract,enrichment_sources,best_match_score
1341438,60282,Hocknull 2005,2005,Late Pleistocene-Holocene occurrence of Chaeropus (Peramelidae) and Macrotis (Thylacomyidae) from Queensland,S. A. Hocknull,2005,,,pbdb_ref,0.950
1341569,60300,Mackness  and Archer 2008,2008,"A new petauroid possum (Marsupialia, Pseudocheiridae) from the Pliocene Bluff Downs Local Fauna, northern Queensland",B. S. Mackness; M. Archer,2008,,,pbdb_ref;crossref,0.850
1345421,60564,Hand 1984,1984,,S. Hand,1984,,,pbdb_ref,0.150
1345428,60575,Archer and Wade 1976,1976,"Results of the Ray E. Lemley expeditions; Part 1, the Allingham Formation and a new Pliocene vertebrate fauna from northern Queensland",M. Archer; M. Wade,1976,,,pbdb_ref,0.950
1345429,60575,Archer and Wade 1976,1976,"Results of the Ray E. Lemley expeditions; Part 1, the Allingham Formation and a new Pliocene vertebrate fauna from northern Queensland",M. Archer; M. Wade,1976,,,pbdb_ref,0.950
1345430,60575,Archer and Wade 1976,1976,"Results of the Ray E. Lemley expeditions; Part 1, the Allingham Formation and a new Pliocene vertebrate fauna from northern Queensland",M. Archer; M. Wade,1976,,,pbdb_ref,0.950
1346460,60643,Poropat et al. 2016,2016,New Australian sauropods shed light on Cretaceous dinosaur palaeobiogeography,S. F. Poropat; P. D. Mannion,2016,Comenius University Bratislava; Imperial College London; Queensland Museum; University College London; Uppsala University,"Australian dinosaurs have played a rare but controversial role in the debate surrounding the effect of Gondwanan break-up on Cretaceous dinosaur distribution. Major spatiotemporal gaps in the Gondwanan Cretaceous fossil record, coupled with taxon incompleteness, have hindered research on this effect, especially in Australia. Here we report on two new sauropod specimens from the early Late Cretaceous of Queensland, Australia, that have important implications for Cretaceous dinosaur palaeobiogeography. Savannasaurus elliottorum gen. et sp. nov. comprises one of the most complete Cretaceous sauropod skeletons ever found in Australia, whereas a new specimen of Diamantinasaurus matildae includes the first ever cranial remains of an Australian sauropod. The results of a new phylogenetic analysis, in which both Savannasaurus and Diamantinasaurus are recovered within Titanosauria, were used as the basis for a quantitative palaeobiogeographical analysis of macronarian sauropods. Titanosaurs achieved a worldwide distribution by at least 125 million years ago, suggesting that mid-Cretaceous Australian sauropods represent remnants of clades which were widespread during the Early Cretaceous. These lineages would have entered Australasia via dispersal from South America, presumably across Antarctica. High latitude sauropod dispersal might have been facilitated by Albian-Turonian warming that lifted a palaeoclimatic dispersal barrier between Antarctica and South America.",pbdb_ref;openalex,1.000
1351286,61091,Mackness et al. 2015,2015,"Occurrence of Euowenia grata (De Vis, 1887) (Diprotodontidae, Marsupialia) from the Pliocene Spring Park Local Fauna, northeastern Queensland",B. Mackness; K. H. Black,2015,,,pbdb_ref;crossref,0.913
1351292,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351293,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351294,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351295,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351296,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351297,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351298,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351299,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351301,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351303,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351304,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351305,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351307,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351308,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351310,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351311,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351313,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351314,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1351315,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1358023,15900,Etheridge 1917,1917,"Descriptions of some Queensland Palaeozoic and Mesozoic fossils. 3. A remarkable univalve from the Devonian limestone, Burdekin","R., Jr. Etheridge",1917,,,pbdb_ref,0.489
1363163,62193,Wade 1979,1979,Tracking dinosaurs: the WInton excavation,M. Wade,1979,,,pbdb_ref,0.515
1363164,62193,Wade 1979,1979,Tracking dinosaurs: the WInton excavation,M. Wade,1979,,,pbdb_ref,0.515
1373082,71375,Molnar 2010,2010,Taphonomic observations on eastern Australian Cretaceous sauropods,R. E. Molnar,2010,Museum Of Northern Arizona,"Cretaceous (Albian–Cenomanian) sauropod body fossils are known from the Eromanga Basin of central Queensland and Surat Basin of northern New South Wales/southeastern Queensland. Most bones are uncrushed and undistorted. Associated components of the caudal and forelimb skeleton are dominant in current collections and probably derived from more complete skeletons now lost to erosion, or yet to be exposed. Dorsal and cervical vertebrae have rarely been reported and no cranial material has yet been found. None of the Australian sauropod remains shows evidence of predation or scavenging, but at least two specimens of Wintonotitan wattsi were intimately associated with plant macrofossils allowing limited inference of their postmortem environments.",pbdb_ref;openalex,1.000
1373083,62878,Poropat et al. 2017,2017,"Reappraisal of Austrosaurus mckillopi Longman, 1933 from the Allaru Mudstone of Queensland, Australia’s first named Cretaceous sauropod dinosaur",S. F. Poropat; J. P. Nair,2017,,"Austrosaurus mckillopi was the first Cretaceous sauropod reported from Australia, and the first Cretaceous dinosaur reported from Queensland (northeast Australia). This sauropod taxon was established on the basis of several fragmentary presacral vertebrae (QM F2316) derived from the uppermost Lower Cretaceous (upper Albian) Allaru Mudstone, at a locality situated 77 km west-northwest of Richmond, Queensland. Prior to its rediscovery in 2014, the type site was considered lost after failed attempts to relocate it in the 1970s. Excavations at the site in 2014 and 2015 led to the recovery of several partial dorsal ribs and fragments of presacral vertebrae, all of which clearly pertained to a single sauropod dinosaur. The discovery of new material of the type individual of Austrosaurus mckillopi, in tandem with a reassessment of the material collected in the 1930s, has facilitated the rearticulation of the specimen. The resultant vertebral series comprises six presacral vertebrae—the posteriormost cervical and five anteriormost dorsals—in association with five left dorsal ribs and one right one. The fragmentary nature of the type specimen has historically hindered assessments of the phylogenetic affinities of Austrosaurus, as has the fact that these evaluations were often based on a subset of the type material. The reappraisal of the type series of Austrosaurus presented herein, on the basis of both external morphology and internal morphology visualized through CT data, validates it as a diagnostic titanosauriform taxon, tentatively placed in Somphospondyli, and characterized by the possession of an accessory lateral pneumatic foramen on dorsal vertebra I (a feature that appears to be autapomorphic) and by the presence of a robust ventral mid-line ridge on the centra of dorsal vertebrae I and II. The interpretation of the anteriormost preserved vertebra in Austrosaurus as a posterior cervical has also prompted the re-evaluation of an isolated, partial, posterior cervical vertebra (QM F6142, the ‘Hughenden sauropod’) from the upper Albian Toolebuc Formation (which underlies the Allaru Mudstone). Although this vertebra preserves an apparent unique character of its own (a spinopostzygapophyseal lamina fossa), it is not able to be referred unequivocally to Austrosaurus and is retained as Titanosauriformes indet. Austrosaurus mckillopi is one of the oldest known sauropods from the Australian Cretaceous based on skeletal remains and potentially provides phylogenetic and/or palaeobiogeographic context for later taxa such as Wintonotitan wattsi, Diamantinasaurus matildae and Savannasaurus elliottorum.\n\n",pbdb_ref;openalex,0.989
1410065,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1410066,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1410067,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1410068,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1410069,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1410070,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1410071,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1410072,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1410073,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1410074,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1410075,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1410076,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1410077,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
1410078,61075,McNamara 1990,1990,"The Wyandotte Local Fauna: A New, Dated, Pleistocene Vertebrate Fauna from Northern Queensland",G. C. McNamara,1990,,,pbdb_ref,0.950
