occurrence_no,reference_no,ref_author,ref_pubyr,paper_title,paper_authors,paper_publication_year,author_institutions,paper_abstract,enrichment_sources,best_match_score
200789,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200862,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200863,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200864,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200865,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200866,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200867,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200868,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200869,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200870,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200871,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200872,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200873,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200874,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200875,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200876,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200877,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200878,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200879,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200880,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200881,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200882,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200883,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200884,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200885,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200886,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200887,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200891,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200909,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200910,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200911,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200912,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200913,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200914,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200915,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200920,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200924,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
200941,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200942,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200943,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200944,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200945,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200946,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200947,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200948,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200949,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200950,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200951,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200952,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200953,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200954,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200955,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200956,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200957,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200958,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200959,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200960,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200961,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200962,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200963,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200964,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200965,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200966,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200967,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200968,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200969,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200970,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200971,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
200974,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
297798,61634,Thulborn and Wade 1984,1984,Dinosaur trackways in the Winton Formation (mid-Cretaceous) of Queensland,R. A. Thulborn; M. Wade,1984,,,pbdb_ref,0.468
297799,76623,Romilio and Salisbury 2011,2011,Re-examination of the Lark Quarry dinosaur tracksite reveals an absence of tracks referable to non-avian theropods,A. Romilio; S. Salisbury,2011,,,pbdb_ref,0.429
297800,61634,Thulborn and Wade 1984,1984,Dinosaur trackways in the Winton Formation (mid-Cretaceous) of Queensland,R. A. Thulborn; M. Wade,1984,,,pbdb_ref,0.468
306774,8189,Beeston 1978,1978,New evidence for a Permian age for the Blair Athol 'White Section',J. W. Beeston,1978,,,pbdb_ref,0.351
306775,8189,Beeston 1978,1978,New evidence for a Permian age for the Blair Athol 'White Section',J. W. Beeston,1978,,,pbdb_ref,0.351
306776,8189,Beeston 1978,1978,New evidence for a Permian age for the Blair Athol 'White Section',J. W. Beeston,1978,,,pbdb_ref,0.351
306777,8131,White 1965,1965,"The geology of the Georgetown/Clarke River area, Queensland",D. A. White,1965,,,pbdb_ref,0.631
306778,8131,White 1965,1965,"The geology of the Georgetown/Clarke River area, Queensland",D. A. White,1965,,,pbdb_ref,0.631
306779,8131,White 1965,1965,"The geology of the Georgetown/Clarke River area, Queensland",D. A. White,1965,,,pbdb_ref,0.631
306780,8131,White 1965,1965,"The geology of the Georgetown/Clarke River area, Queensland",D. A. White,1965,,,pbdb_ref,0.631
306781,8131,White 1965,1965,"The geology of the Georgetown/Clarke River area, Queensland",D. A. White,1965,,,pbdb_ref,0.631
306782,8131,White 1965,1965,"The geology of the Georgetown/Clarke River area, Queensland",D. A. White,1965,,,pbdb_ref,0.631
306783,8131,White 1965,1965,"The geology of the Georgetown/Clarke River area, Queensland",D. A. White,1965,,,pbdb_ref,0.631
306871,8184,Rigby 1971,1971,Some palaeobotanical observations concerning the Bowen Basin,J. F. Rigby,1971,,,pbdb_ref,0.550
306872,8184,Rigby 1971,1971,Some palaeobotanical observations concerning the Bowen Basin,J. F. Rigby,1971,,,pbdb_ref,0.550
306873,8184,Rigby 1971,1971,Some palaeobotanical observations concerning the Bowen Basin,J. F. Rigby,1971,,,pbdb_ref,0.550
306874,8184,Rigby 1971,1971,Some palaeobotanical observations concerning the Bowen Basin,J. F. Rigby,1971,,,pbdb_ref,0.550
306927,8054,Osman and Wilson 1975,1975,Blair Athol Coal-field,A. H. Osman; R.G. Wilson,1975,,,pbdb_ref,0.533
306928,8054,Osman and Wilson 1975,1975,Blair Athol Coal-field,A. H. Osman; R.G. Wilson,1975,,,pbdb_ref,0.533
306929,8054,Osman and Wilson 1975,1975,Blair Athol Coal-field,A. H. Osman; R.G. Wilson,1975,,,pbdb_ref,0.533
306930,8054,Osman and Wilson 1975,1975,Blair Athol Coal-field,A. H. Osman; R.G. Wilson,1975,,,pbdb_ref,0.533
306931,8054,Osman and Wilson 1975,1975,Blair Athol Coal-field,A. H. Osman; R.G. Wilson,1975,,,pbdb_ref,0.533
368044,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
368045,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
368046,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
372644,9481,Longman 1933,1933,A new dinosaur from the Queensland Cretaceous,H. A. Longman,1933,,,pbdb_ref,0.599
376767,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
376768,6474,McLoughlin et al. 1995,1995,"A Cenomanian Flora from the Winton Formation, Eromanga Basin, Queensland, Australia",S. McLoughlin; A. N. Drinnan,1995,,,pbdb_ref,0.527
387128,6458,McLoughlin 1992,1992,"Late Permian Plant Megafossils from the Bowen Basin, Queensland, Australia: Part 1",S. McLoughlin,1992,,,pbdb_ref;semantic_scholar,1.000
392235,10062,Glaessner 1980,1980,New Cretaceous and Tertiary crabs (Crustacea: Brachyura) from Australia and New Zealand,M. F. Glaessner,1980,,(Uploaded by Plazi from the Biodiversity Heritage Library) No abstract provided.,pbdb_ref;openalex,1.000
392236,10062,Glaessner 1980,1980,New Cretaceous and Tertiary crabs (Crustacea: Brachyura) from Australia and New Zealand,M. F. Glaessner,1980,,(Uploaded by Plazi from the Biodiversity Heritage Library) No abstract provided.,pbdb_ref;openalex,1.000
407779,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407780,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407781,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407782,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407783,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407784,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407785,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407786,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407787,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407788,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407789,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407790,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407791,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407792,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407793,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407794,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407795,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407796,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407797,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407798,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407799,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407800,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407801,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407802,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407803,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407804,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407805,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407806,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407807,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407808,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407809,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407810,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407811,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407812,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407813,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407814,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407815,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407816,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407817,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407818,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407819,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407820,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407821,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407822,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407823,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407824,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407825,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407826,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407827,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407828,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407829,10592,Munson and Jell 1999,1999,"Llandovery rugose corals from the Quinton Formation, Broken River Province, northeast Queensland",T. J. Munson; J. S. Jell,1999,,,pbdb_ref,0.950
407850,10596,Cook 1997,1997,"Gastropods from the Burdekin Formation, Middle Devonian, north Queensland",A. G. Cook,1997,,,pbdb_ref;crossref,0.656
407851,10596,Cook 1997,1997,"Gastropods from the Burdekin Formation, Middle Devonian, north Queensland",A. G. Cook,1997,,,pbdb_ref;crossref,0.656
407852,10596,Cook 1997,1997,"Gastropods from the Burdekin Formation, Middle Devonian, north Queensland",A. G. Cook,1997,,,pbdb_ref;crossref,0.656
407853,10596,Cook 1997,1997,"Gastropods from the Burdekin Formation, Middle Devonian, north Queensland",A. G. Cook,1997,,,pbdb_ref;crossref,0.656
407854,10596,Cook 1997,1997,"Gastropods from the Burdekin Formation, Middle Devonian, north Queensland",A. G. Cook,1997,,,pbdb_ref;crossref,0.656
407855,10596,Cook 1997,1997,"Gastropods from the Burdekin Formation, Middle Devonian, north Queensland",A. G. Cook,1997,,,pbdb_ref;crossref,0.656
407856,10596,Cook 1997,1997,"Gastropods from the Burdekin Formation, Middle Devonian, north Queensland",A. G. Cook,1997,,,pbdb_ref;crossref,0.656
