"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&cc=AUS&lngmin=142&lngmax=148.5&latmin=-18.6&latmax=-23.9&pgm=gplates,scotese,seton&pgs=early,mid,late&show=full,genus,subgenus,strat,lith,env,resgroup"
"Access Time","Sun 2026-03-22 01:34:47 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","lngmin","142"
"","lngmax","148.5"
"","latmin","-18.6"
"","latmax","-23.9"
"","pgm","gplates,scotese,seton"
"","pgs","early,mid,late"
"","cc","AUS"
"","timerule","major"
"","taxon_status","all"
"","show","full,genus,subgenus,strat,lith,env,resgroup"
"Elapsed Time","0.116"
"Records Found","2068"
"Records Returned","2068"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","container_no","collection_aka","cc","state","county","latlng_basis","latlng_precision","altitude_value","altitude_unit","geogscale","geogcomments","paleomodel","geoplate","paleoage","paleolng","paleolat","paleoage_b","paleolng_b","paleolat_b","paleoage_c","paleolng_c","paleolat_c","paleomodel2","geoplate2","paleoage2","paleolng2","paleolat2","paleoage2_b","paleolng2_b","paleolat2_b","paleoage2_c","paleolng2_c","paleolat2_c","paleomodel3","geoplate3","paleoage3","paleolng3","paleolat3","paleoage3_b","paleolng3_b","paleolat3_b","paleoage3_c","paleolng3_c","paleolat3_c","cc","protected","direct_ma_value","direct_ma_error","direct_ma_unit","direct_ma_method","max_ma_value","max_ma_error","max_ma_unit","max_ma_method","min_ma_value","min_ma_error","min_ma_unit","min_ma_method","formation","geological_group","member","stratscale","zone","zone_type","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","size_classes","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","research_group","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","genus","formation","geological_group","member","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","research_group"
"915769","occ","","","104771","Terrakea exmoorensis","species","131217","","Terrakea exmoorensis","","species","131217","Wuchiapingian","","259.51","254.14","Waterhouse and Jell 1983","1983","35115","Brachiopoda","Strophomenata","Productida","Linoproductidae","Terrakea","","56","specimens","148.126495","-20.937700","43 ventral, 12 dorsal, 1 conjoined","UQ L4654, Bowen River, Exmoor Homestead","","","AU","Queensland","","estimated from map","4","","","outcrop","Bench at west of terrace cast of Bowen River, a few metres downslope from L4643. and stratigraphically 5 m higher. BOWEN[amg] 168 844.  Position on map in Waterhouse & Jell (1983) does not match text description in that paper or in Briggs (1998).","gplates","801","early","140.65","-66.01","mid","136.13","-66.22","late","131.56","-66.25","scotese","801","early","143.49","-57.27","mid","141.83","-56.75","late","139.88","-55.87","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Blenheim","","Moonlight Sandstone","bed","Pseudostrophalosia blakei","brachiopod","","","","","","","","","In section A of Waterhouse & Jell (1983, fig. 4) L4654 is erroneously shown approximately 5 m above L4653. Presence of Pseudostrophalosia blakei suggests an age within the P. blakei zone, correlated with the lower part of APP4.3 palynomorph zone (Briggs, 1998). The APP4.3 zone was constrained as mid-Wuchiapingian age by U-Pb dating in Laurie et al. (2016).","","sandstone","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","UQ","","","","","","","","marine invertebrate","marine","","stationary","low-level epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Terrakea","Blenheim","","Moonlight Sandstone","","sandstone","","lithified","","","","","","","","marine invertebrate"
"919070","occ","","","104929","Pseudostrophalosia clarkei","species","131214","","Pseudostrophalosia clarkei","","species","131213","Wuchiapingian","","259.51","254.14","Briggs 1998","1998","27370","Brachiopoda","Strophomenata","Productida","Strophalosiidae","Pseudostrophalosia","","","","147.746002","-20.788000","","UQ L949, Parrot Creek, Havilah Homestead","","","AU","Queensland","","based on nearby landmark","3","","","outcrop","Just below trachyte of Trachyte Wall. 3.2 km W of the Five Mile (Parrot Ck) on Mulgrave road from Havilah Homestead. Bowen River. BOWEN.","gplates","801","early","139.80","-65.84","mid","135.31","-66.02","late","130.80","-66.02","scotese","801","early","142.81","-57.15","mid","141.17","-56.62","late","139.24","-55.73","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Blenheim","","Scottville","group of beds","Pseudostrophalosia clarkei","brachiopod","","","","","","","","","""Big Strophalosia Bed"". Presence of Pseudostrophalosia clarkei suggests an age within the P. clarkei zone, correlated with the upper part of APP4.3 palynomorph zone (Briggs, 1998). The APP4.3 zone was constrained as mid-Wuchiapingian age by U-Pb dating in Laurie et al. (2016).","","""siliciclastic""","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","UQ","","","","","","","","marine invertebrate","marine","","stationary, attached","low-level epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Pseudostrophalosia","Blenheim","","Scottville","","""siliciclastic""","","lithified","","","","","","","","marine invertebrate"
"919976","occ","","","105013","Ingelarella magna","species","130371","recombined as","Tomiopsis (Johndearia) magna","","species","130371","Wuchiapingian","","259.51","254.14","Campbell 1960","1960","27374","Brachiopoda","Rhynchonellata","Spiriferida","Ingelarellidae","Tomiopsis (Johndearia)","","","","147.750000","-20.600000","","CPA 14, Marine Gully - Birralee Road","","","AU","Queensland","","based on nearby landmark","1","","","outcrop","","gplates","801","early","139.83","-65.65","mid","135.39","-65.83","late","130.92","-65.84","scotese","801","early","142.79","-56.96","mid","141.16","-56.43","late","139.24","-55.54","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Blenheim","","","group of beds","","","","","","","","","","","""As far as can be determined at present from the unpublished maps in the Geological Survey Office, the type locality is some 200-500 feet stratigraphically below the Big Strophalosia Zone."" Big Strophalosia zone belongs to the Pseudostrophalosia clarkei zone of Briggs (1998), which is correlated with the upper part of APP4.3 palynomorph zone (Briggs, 1998). The APP4.3 zone was constrained as mid-Wuchiapingian age by U-Pb dating in Laurie et al. (2016).","","""siliciclastic""","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","mold/impression","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","marine invertebrate","marine","","stationary","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Tomiopsis (Johndearia)","Blenheim","","","","""siliciclastic""","","lithified","","","","","","","","marine invertebrate"
"919977","occ","","","105014","Ingelarella magna n. sp.","species","130371","recombined as","Tomiopsis (Johndearia) magna","","species","130371","Wuchiapingian","","259.51","254.14","Campbell 1960","1960","27374","Brachiopoda","Rhynchonellata","Spiriferida","Ingelarellidae","Tomiopsis (Johndearia)","","","","147.750000","-20.620001","","Marine Gully M137","","","AU","Queensland","","based on nearby landmark","2","","","outcrop","","gplates","801","early","139.83","-65.67","mid","135.39","-65.85","late","130.91","-65.86","scotese","801","early","142.79","-56.98","mid","141.16","-56.45","late","139.24","-55.56","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Blenheim","","","group of beds","","","","","","","","","","","""As far as can be determined at present from the unpublished maps in the Geological Survey Office, the type locality is some 200-500 feet stratigraphically below the Big Strophalosia Zone."" Big Strophalosia zone belongs to the Pseudostrophalosia clarkei zone of Briggs (1998), which is correlated with the upper part of APP4.3 palynomorph zone (Briggs, 1998). The APP4.3 zone was constrained as mid-Wuchiapingian age by U-Pb dating in Laurie et al. (2016).","","""siliciclastic""","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","mold/impression","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","marine invertebrate","marine","","stationary","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Tomiopsis (Johndearia)","Blenheim","","","","""siliciclastic""","","lithified","","","","","","","","marine invertebrate"
"919979","occ","","","105016","Ingelarella havilensis n. sp.","species","145804","recombined as","Tigillumia havilensis","","species","145804","Wuchiapingian","","259.51","254.14","Campbell 1960","1960","27374","Brachiopoda","Rhynchonellata","Spiriferida","Ingelarellidae","Tigillumia","","","","147.744995","-20.788000","","Parrot Creek, Musgrave Road crossing","","","AU","Queensland","","based on nearby landmark","3","","","outcrop","","gplates","801","early","139.79","-65.84","mid","135.31","-66.02","late","130.79","-66.02","scotese","801","early","142.81","-57.15","mid","141.17","-56.62","late","139.24","-55.73","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Blenheim","","","group of beds","","","","","","","","","","","About 500 feet below top of Middle Bowen Marine Series. Upper part of the Blenheim Formation correlated with the upper part of APP4.3 palynomorph zone or lower part of APP5 (Briggs, 1998). The APP4.3 zone was constrained as mid-Wuchiapingian age and APP5 as mid-Wuchiapingian through Changhsingian age by U-Pb dating in Laurie et al. (2016). However, overlying units in the Fort Cooper Coal Measures yield latest Wuchiapingian U-Pb ages (Phillips et al., 2018), constraining the upper Blenheim Fm to Wuchiapingian.","","""siliciclastic""","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","marine invertebrate","marine","","stationary","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Tigillumia","Blenheim","","","","""siliciclastic""","","lithified","","","","","","","","marine invertebrate"
"919990","occ","","","103496","Ingelarella ovata","species","123892","recombined as","Ambikella ovata","","species","123892","Artinskian","","290.1","283.3","Campbell 1961","1961","27372","Brachiopoda","Rhynchonellata","Spiriferida","Ingelarellidae","Ambikella","","","","148.315002","-21.195000","","GSQ L427, Hazelwood Creek","","","AU","Queensland","","based on nearby landmark","3","","","outcrop","2.4 km upstream from Turrawalla-Eungella road crossing of Hazlewood Ck (= BMR MC 485). MT COOLON[yd] 664 347.","gplates","801","early","156.53","-54.84","mid","155.72","-54.84","late","154.81","-55.47","scotese","801","early","153.13","-53.03","mid","152.86","-54.91","late","152.39","-57.16","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Tiverton","","","group of beds","","","","","","","","","","","","","""siliciclastic""","","lithified","","","","","","","","offshore","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","marine invertebrate","marine","","stationary","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Ambikella","Tiverton","","","","""siliciclastic""","","lithified","","","","","","","","marine invertebrate"
"919991","occ","","","105021","Notospirifer extensus n. sp.","species","246875","recombined as","Mesopunctia extensa","","species","246875","Artinskian","","290.1","283.3","Campbell 1961","1961","27372","Brachiopoda","Rhynchonellata","Spiriferida","Ingelarellidae","Mesopunctia","","","","148.050003","-21.450001","","Minerva Homestead, Springsure","","","AU","Queensland","","based on nearby landmark","2","","","outcrop","4 miles ENE of Minerva Homestead, north of Springsure","gplates","801","early","156.30","-55.17","mid","155.48","-55.16","late","154.55","-55.80","scotese","801","early","152.88","-53.35","mid","152.58","-55.23","late","152.08","-57.47","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Cattle Creek","","","group of beds","","","","","","","","","","","","","""siliciclastic""","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","marine invertebrate","marine","","stationary","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Mesopunctia","Cattle Creek","","","","""siliciclastic""","","lithified","","","","","","","","marine invertebrate"
"920029","occ","","","105024","Ingelarella isbelli n. sp.","species","177066","recombined as","Tomiopsis (Johndearia) isbelli","","species","177066","Artinskian","","290.1","283.3","Campbell 1961","1961","27372","Brachiopoda","Rhynchonellata","Spiriferida","Ingelarellidae","Tomiopsis (Johndearia)","","","","148.500000","-21.450001","","Parish North Britton, Homevale","","","AU","Queensland","","based on nearby landmark","2","","","outcrop","Near boundary between Por's. 18 and 19, Par. North Britton, Homevale Station; 683323 Mt. Coolon 4-mile Military Sheet.","gplates","801","early","156.98","-55.02","mid","156.16","-55.01","late","155.25","-55.66","scotese","801","early","153.54","-53.21","mid","153.28","-55.10","late","152.82","-57.35","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Tiverton","","","group of beds","","","","","","","","","","","","","""siliciclastic""","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","marine invertebrate","marine","","stationary","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Tomiopsis (Johndearia)","Tiverton","","","","""siliciclastic""","","lithified","","","","","","","","marine invertebrate"
"920030","occ","","","105025","Ingelarella isbelli","species","177066","recombined as","Tomiopsis (Johndearia) isbelli","","species","177066","Artinskian","","290.1","283.3","Campbell 1961","1961","27372","Brachiopoda","Rhynchonellata","Spiriferida","Ingelarellidae","Tomiopsis (Johndearia)","","","","148.500000","-21.450001","","Upper Cooper Creek, Mt. Robert, Homevale","","","AU","Queensland","","based on nearby landmark","2","","","outcrop","","gplates","801","early","156.98","-55.02","mid","156.16","-55.01","late","155.25","-55.66","scotese","801","early","153.54","-53.21","mid","153.28","-55.10","late","152.82","-57.35","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Tiverton","","","group of beds","","","","","","","","","","","","","""siliciclastic""","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","marine invertebrate","marine","","stationary","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Tomiopsis (Johndearia)","Tiverton","","","","""siliciclastic""","","lithified","","","","","","","","marine invertebrate"
"920031","occ","","","105026","Ingelarella isbelli","species","177066","recombined as","Tomiopsis (Johndearia) isbelli","","species","177066","Artinskian","","290.1","283.3","Campbell 1961","1961","27372","Brachiopoda","Rhynchonellata","Spiriferida","Ingelarellidae","Tomiopsis (Johndearia)","","","","148.500000","-21.450001","","Ridge 1 mile W of Homevale","","","AU","Queensland","","based on nearby landmark","2","","","outcrop","To the north of the road on the crest of the ridge about 1 mile west of Homevale Homestead.","gplates","801","early","156.98","-55.02","mid","156.16","-55.01","late","155.25","-55.66","scotese","801","early","153.54","-53.21","mid","153.28","-55.10","late","152.82","-57.35","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Tiverton","","","group of beds","","","","","","","","","","","","","""siliciclastic""","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","marine invertebrate","marine","","stationary","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Tomiopsis (Johndearia)","Tiverton","","","","""siliciclastic""","","lithified","","","","","","","","marine invertebrate"
"920032","occ","","","105027","Ingelarella isbelli","species","177066","recombined as","Tomiopsis (Johndearia) isbelli","","species","177066","Artinskian","","290.1","283.3","Campbell 1961","1961","27372","Brachiopoda","Rhynchonellata","Spiriferida","Ingelarellidae","Tomiopsis (Johndearia)","","","","148.500000","-21.450001","","Gate 1.5 miles W of Homevale","","","AU","Queensland","","based on nearby landmark","2","","","outcrop","","gplates","801","early","156.98","-55.02","mid","156.16","-55.01","late","155.25","-55.66","scotese","801","early","153.54","-53.21","mid","153.28","-55.10","late","152.82","-57.35","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Tiverton","","","group of beds","","","","","","","","","","","","","""siliciclastic""","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","marine invertebrate","marine","","stationary","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Tomiopsis (Johndearia)","Tiverton","","","","""siliciclastic""","","lithified","","","","","","","","marine invertebrate"
"920203","occ","","","104740","Terrakea brachythaera","species","130399","","Terrakea brachythaera","","species","130397","Wuchiapingian","","259.51","254.14","Waterhouse and Jell 1983","1983","35115","Brachiopoda","Strophomenata","Productida","Linoproductidae","Terrakea","","24","specimens","148.122696","-20.934099","15 ventral, 2 dorsal, 7 conjoined","UQ L4639, Bowen River, Exmoor Homestead","","","AU","Queensland","","estimated from map","4","","","outcrop","E side of Bowen River 1 km N of Exmoor Homestead (see photo Urannah run 15 no. 59). Extensive bed approximately 25 m up slope from river flat (8556 1:100,000). BOWEN[amg] 164 850.","gplates","801","early","140.64","-66.01","mid","136.12","-66.21","late","131.55","-66.25","scotese","801","early","143.48","-57.27","mid","141.82","-56.74","late","139.87","-55.87","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Blenheim","","Moonlight Sandstone","bed","Pseudostrophalosia blakei","brachiopod","","","","","","","","","Presence of Pseudostrophalosia blakei suggests an age within the P. blakei zone, correlated with the lower part of APP4.3 palynomorph zone (Briggs, 1998). The APP4.3 zone was constrained as mid-Wuchiapingian age by U-Pb dating in Laurie et al. (2016).","","sandstone","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","UQ","","","","","","","","marine invertebrate","marine","","stationary","low-level epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Terrakea","Blenheim","","Moonlight Sandstone","","sandstone","","lithified","","","","","","","","marine invertebrate"
"920204","occ","","","104740","Punctocyrtella nobilis","species","177187","recombined as","Cyrtella nobilis","","species","174181","Wuchiapingian","","259.51","254.14","Waterhouse and Jell 1983","1983","35115","Brachiopoda","Rhynchonellata","Spiriferinida","Syringothyrididae","Cyrtella","","2","specimens","148.122696","-20.934099","2 conjoined","UQ L4639, Bowen River, Exmoor Homestead","","","AU","Queensland","","estimated from map","4","","","outcrop","E side of Bowen River 1 km N of Exmoor Homestead (see photo Urannah run 15 no. 59). Extensive bed approximately 25 m up slope from river flat (8556 1:100,000). BOWEN[amg] 164 850.","gplates","801","early","140.64","-66.01","mid","136.12","-66.21","late","131.55","-66.25","scotese","801","early","143.48","-57.27","mid","141.82","-56.74","late","139.87","-55.87","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Blenheim","","Moonlight Sandstone","bed","Pseudostrophalosia blakei","brachiopod","","","","","","","","","Presence of Pseudostrophalosia blakei suggests an age within the P. blakei zone, correlated with the lower part of APP4.3 palynomorph zone (Briggs, 1998). The APP4.3 zone was constrained as mid-Wuchiapingian age by U-Pb dating in Laurie et al. (2016).","","sandstone","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","UQ","","","","","","","","marine invertebrate","marine","","stationary","low-level epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Cyrtella","Blenheim","","Moonlight Sandstone","","sandstone","","lithified","","","","","","","","marine invertebrate"
"920205","occ","","","104740","Sulciplica transversa","species","137300","","Sulciplica transversa","","species","137300","Wuchiapingian","","259.51","254.14","Waterhouse and Jell 1983","1983","35115","Brachiopoda","Rhynchonellata","Spiriferida","Trigonotretidae","Sulciplica","","24","specimens","148.122696","-20.934099","13 ventral, 5 dorsal, 6 conjoined","UQ L4639, Bowen River, Exmoor Homestead","","","AU","Queensland","","estimated from map","4","","","outcrop","E side of Bowen River 1 km N of Exmoor Homestead (see photo Urannah run 15 no. 59). Extensive bed approximately 25 m up slope from river flat (8556 1:100,000). BOWEN[amg] 164 850.","gplates","801","early","140.64","-66.01","mid","136.12","-66.21","late","131.55","-66.25","scotese","801","early","143.48","-57.27","mid","141.82","-56.74","late","139.87","-55.87","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Blenheim","","Moonlight Sandstone","bed","Pseudostrophalosia blakei","brachiopod","","","","","","","","","Presence of Pseudostrophalosia blakei suggests an age within the P. blakei zone, correlated with the lower part of APP4.3 palynomorph zone (Briggs, 1998). The APP4.3 zone was constrained as mid-Wuchiapingian age by U-Pb dating in Laurie et al. (2016).","","sandstone","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","UQ","","","","","","","","marine invertebrate","marine","","stationary","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Sulciplica","Blenheim","","Moonlight Sandstone","","sandstone","","lithified","","","","","","","","marine invertebrate"
"920206","occ","","","104740","Tomiopsis magna","species","130374","recombined as","Tomiopsis (Johndearia) magna","","species","130371","Wuchiapingian","","259.51","254.14","Waterhouse and Jell 1983","1983","35115","Brachiopoda","Rhynchonellata","Spiriferida","Ingelarellidae","Tomiopsis (Johndearia)","","14","specimens","148.122696","-20.934099","8 ventral, 1 dorsal, 5 conjoined","UQ L4639, Bowen River, Exmoor Homestead","","","AU","Queensland","","estimated from map","4","","","outcrop","E side of Bowen River 1 km N of Exmoor Homestead (see photo Urannah run 15 no. 59). Extensive bed approximately 25 m up slope from river flat (8556 1:100,000). BOWEN[amg] 164 850.","gplates","801","early","140.64","-66.01","mid","136.12","-66.21","late","131.55","-66.25","scotese","801","early","143.48","-57.27","mid","141.82","-56.74","late","139.87","-55.87","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Blenheim","","Moonlight Sandstone","bed","Pseudostrophalosia blakei","brachiopod","","","","","","","","","Presence of Pseudostrophalosia blakei suggests an age within the P. blakei zone, correlated with the lower part of APP4.3 palynomorph zone (Briggs, 1998). The APP4.3 zone was constrained as mid-Wuchiapingian age by U-Pb dating in Laurie et al. (2016).","","sandstone","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","UQ","","","","","","","","marine invertebrate","marine","","stationary","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Tomiopsis (Johndearia)","Blenheim","","Moonlight Sandstone","","sandstone","","lithified","","","","","","","","marine invertebrate"
"920207","occ","","","104740","Glendonia duodecimcostata","species","130365","","Glendonia duodecimcostata","","species","243479","Wuchiapingian","","259.51","254.14","Waterhouse and Jell 1983","1983","35115","Brachiopoda","Rhynchonellata","Spiriferida","Ingelarellidae","Glendonia","","114","specimens","148.122696","-20.934099","59 ventral, 31 dorsal, 24 conjoined","UQ L4639, Bowen River, Exmoor Homestead","","","AU","Queensland","","estimated from map","4","","","outcrop","E side of Bowen River 1 km N of Exmoor Homestead (see photo Urannah run 15 no. 59). Extensive bed approximately 25 m up slope from river flat (8556 1:100,000). BOWEN[amg] 164 850.","gplates","801","early","140.64","-66.01","mid","136.12","-66.21","late","131.55","-66.25","scotese","801","early","143.48","-57.27","mid","141.82","-56.74","late","139.87","-55.87","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Blenheim","","Moonlight Sandstone","bed","Pseudostrophalosia blakei","brachiopod","","","","","","","","","Presence of Pseudostrophalosia blakei suggests an age within the P. blakei zone, correlated with the lower part of APP4.3 palynomorph zone (Briggs, 1998). The APP4.3 zone was constrained as mid-Wuchiapingian age by U-Pb dating in Laurie et al. (2016).","","sandstone","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","UQ","","","","","","","","marine invertebrate","marine","","stationary","epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Glendonia","Blenheim","","Moonlight Sandstone","","sandstone","","lithified","","","","","","","","marine invertebrate"
"920208","occ","","","104740","Fletcherithyris antesulcata n. sp.","species","177193","","Fletcherithyris antesulcata","","species","177193","Wuchiapingian","","259.51","254.14","Waterhouse and Jell 1983","1983","35115","Brachiopoda","Rhynchonellata","Terebratulida","Dielasmatidae","Fletcherithyris","","59","specimens","148.122696","-20.934099","16 ventral, 10 dorsal, 33 conjoined","UQ L4639, Bowen River, Exmoor Homestead","","","AU","Queensland","","estimated from map","4","","","outcrop","E side of Bowen River 1 km N of Exmoor Homestead (see photo Urannah run 15 no. 59). Extensive bed approximately 25 m up slope from river flat (8556 1:100,000). BOWEN[amg] 164 850.","gplates","801","early","140.64","-66.01","mid","136.12","-66.21","late","131.55","-66.25","scotese","801","early","143.48","-57.27","mid","141.82","-56.74","late","139.87","-55.87","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Blenheim","","Moonlight Sandstone","bed","Pseudostrophalosia blakei","brachiopod","","","","","","","","","Presence of Pseudostrophalosia blakei suggests an age within the P. blakei zone, correlated with the lower part of APP4.3 palynomorph zone (Briggs, 1998). The APP4.3 zone was constrained as mid-Wuchiapingian age by U-Pb dating in Laurie et al. (2016).","","sandstone","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","UQ","","","","","","","","marine invertebrate","marine","","stationary","low-level epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Fletcherithyris","Blenheim","","Moonlight Sandstone","","sandstone","","lithified","","","","","","","","marine invertebrate"
"920209","occ","","","104740","Gilledia ulladullensis","species","131260","recombined as","Paragilledia ulladullensis","","species","131260","Wuchiapingian","","259.51","254.14","Waterhouse and Jell 1983","1983","35115","Brachiopoda","Rhynchonellata","Terebratulida","Gillediidae","Paragilledia","","14","specimens","148.122696","-20.934099","5 ventral, 9 conjoined","UQ L4639, Bowen River, Exmoor Homestead","","","AU","Queensland","","estimated from map","4","","","outcrop","E side of Bowen River 1 km N of Exmoor Homestead (see photo Urannah run 15 no. 59). Extensive bed approximately 25 m up slope from river flat (8556 1:100,000). BOWEN[amg] 164 850.","gplates","801","early","140.64","-66.01","mid","136.12","-66.21","late","131.55","-66.25","scotese","801","early","143.48","-57.27","mid","141.82","-56.74","late","139.87","-55.87","seton","not computable using this model","","","","","","","","","","AU","","","","","","","","","","","","","","Blenheim","","Moonlight Sandstone","bed","Pseudostrophalosia blakei","brachiopod","","","","","","","","","Presence of Pseudostrophalosia blakei suggests an age within the P. blakei zone, correlated with the lower part of APP4.3 palynomorph zone (Briggs, 1998). The APP4.3 zone was constrained as mid-Wuchiapingian age by U-Pb dating in Laurie et al. (2016).","","sandstone","","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","UQ","","","","","","","","marine invertebrate","marine","","stationary","low-level epifaunal","blind","suspension feeder","","","","low Mg calcite","","","","Paragilledia","Blenheim","","Moonlight Sandstone","","sandstone","","lithified","","","","","","","","marine invertebrate"
